City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
459,Christchurch,NZ,-43.5333,172.6333,55.47,93,20,6.91,light rain
460,Gainesville,US,29.6516,-82.3248,87.78,38,40,9.22,scattered clouds
461,Llanes,ES,43.4198,-4.7549,59.68,82,0,6.42,clear sky
462,Zachary,US,30.6485,-91.1565,92.75,78,20,9.22,few clouds
463,Atambua,ID,-9.1061,124.8925,73.06,84,37,8.32,scattered clouds
464,Mogadishu,SO,2.0371,45.3438,82.17,86,81,19.01,broken clouds
465,Victor Harbor,AU,-35.5667,138.6167,49.68,74,48,6.58,scattered clouds
466,Vaitape,PF,-16.5167,-151.75,81.86,76,0,10.69,light rain
467,Matamoros,MX,25.5333,-103.25,98.71,6,40,3.44,scattered clouds
468,Macau,MO,22.2006,113.5461,76.8,83,40,6.91,light rain
469,Morley,GB,53.7401,-1.5988,57.42,70,40,5.75,scattered clouds
470,Kwinana,AU,-32.25,115.7667,56.8,89,1,7.2,clear sky
471,Bilibino,RU,68.0546,166.4372,23.05,89,100,5.46,overcast clouds
472,Ugoofaaru,MV,5.6667,73.0,84.33,77,100,17.76,overcast clouds
473,Kars,TR,40.602,43.095,37.85,81,40,9.22,scattered clouds
474,Wiarton,CA,44.7407,-81.1332,64.85,32,20,11.5,few clouds
475,Kavieng,PG,-2.5744,150.7967,83.82,70,100,17.16,overcast clouds
476,Noormarkku,FI,61.5927,21.8685,33.58,80,0,3.44,clear sky
477,San Quintin,MX,30.4833,-115.95,63.46,65,0,20.47,clear sky
478,Cobija,BO,-11.0267,-68.7692,91.58,52,40,5.75,scattered clouds
479,Alice Springs,AU,-23.7,133.8833,44.15,53,100,5.75,overcast clouds
480,Baijiantan,CN,45.6333,85.1833,65.64,14,69,7.56,broken clouds
481,Kerteminde,DK,55.449,10.6577,49.71,74,81,7.58,broken clouds
482,Birao,CF,10.2849,22.7882,90.72,21,99,3.33,overcast clouds
483,Harboore,DK,56.6175,8.1807,48.18,64,71,7.94,broken clouds
484,Ambon,ID,-3.6954,128.1814,77.14,94,40,3.44,scattered clouds
485,Katangli,RU,51.7102,143.2326,31.59,99,100,15.14,light snow
486,Tymovskoye,RU,50.8456,142.655,31.28,98,96,5.77,light snow
487,Nortelandia,BR,-14.4547,-56.8028,87.58,38,5,4.23,clear sky
488,Bairiki,KI,1.3292,172.9752,82.4,78,20,11.5,few clouds
489,Uniontown,US,39.9001,-79.7164,67.21,30,2,4.0,clear sky
490,Karlshamn,SE,56.1706,14.8619,48.9,81,31,6.53,scattered clouds
491,Tyulyachi,RU,55.8913,50.2399,46.94,56,8,6.82,clear sky
492,Tigil,RU,57.8,158.6667,36.12,98,100,4.76,overcast clouds
493,Khatassy,RU,61.9036,129.6383,39.18,98,100,5.75,light rain
494,Charlestown,AU,-32.95,151.6667,55.11,88,38,1.99,scattered clouds
495,Kodumudi,IN,11.0775,77.8836,84.65,67,100,8.46,overcast clouds
496,Havelock,US,34.8791,-76.9013,55.92,93,100,18.41,drizzle
497,Kodinsk,RU,58.6881,99.1844,25.61,81,97,8.12,overcast clouds
498,Sisimiut,GL,66.9395,-53.6735,35.82,59,0,11.61,clear sky
499,Mimoso Do Sul,BR,-21.0642,-41.3664,71.53,81,79,6.22,broken clouds
500,Bhatkal,IN,13.9667,74.5667,82.8,82,100,8.52,overcast clouds
501,Kamphaeng Phet,TH,16.25,99.5,76.73,88,100,2.71,light rain
502,Pecos,US,31.4229,-103.4932,100.49,3,0,21.85,clear sky
503,Touros,BR,-5.1989,-35.4608,79.68,82,100,13.4,overcast clouds
504,Marathon,US,44.9,-89.7668,60.33,37,75,18.41,broken clouds
505,Las Palmas,ES,28.4204,-14.0131,66.99,78,0,6.91,clear sky
506,Vila Velha,BR,-20.3297,-40.2925,75.15,78,75,13.8,broken clouds
507,Cuenca,EC,-2.8833,-78.9833,68.13,52,40,5.75,scattered clouds
508,Veraval,IN,20.9,70.3667,81.73,80,0,16.49,clear sky
509,Lewistown,US,40.5992,-77.5714,67.6,60,0,8.05,haze
510,Bansi,IN,27.1833,82.9333,84.63,46,37,7.58,scattered clouds
511,Cuajinicuilapa,MX,16.4667,-98.4167,94.73,36,89,11.34,overcast clouds
512,Kizukuri,JP,40.8061,140.3861,46.94,73,90,8.59,overcast clouds
513,Foumban,CM,5.7291,10.9001,70.32,73,54,3.62,broken clouds
514,Coquimbo,CL,-29.9533,-71.3436,62.33,67,75,5.75,broken clouds
515,Zaragoza,ES,41.6561,-0.8773,69.85,41,0,8.05,clear sky
516,Dzaoudzi,YT,-12.7887,45.2699,80.49,83,0,5.75,clear sky
517,Srivardhan,IN,18.0333,73.0167,82.02,81,27,9.57,scattered clouds
518,Sao Filipe,CV,14.8961,-24.4956,73.78,73,1,13.27,clear sky
519,Mackenzie,CA,55.2999,-123.1698,43.02,70,75,8.05,broken clouds
520,Baixa Grande,BR,-11.9597,-40.1681,81.46,46,69,11.79,broken clouds
521,Dubai,AE,25.2582,55.3047,89.53,40,0,4.61,clear sky
522,Lebu,CL,-37.6167,-73.65,55.8,97,100,4.41,overcast clouds
523,Gornopravdinsk,RU,60.05,69.9,43.57,89,94,5.06,overcast clouds
524,Defiance,US,41.3334,-84.45,67.21,39,0,11.5,clear sky
525,Nanortalik,GL,60.1432,-45.2371,37.27,88,100,2.06,overcast clouds
526,Caldas Novas,BR,-17.7417,-48.625,79.84,51,99,4.61,overcast clouds
527,Pangnirtung,CA,66.1451,-65.7125,27.37,85,67,3.69,broken clouds
528,Espanola,US,35.9911,-106.0806,85.71,10,46,7.0,scattered clouds
529,Methven,NZ,-43.6333,171.65,52.02,99,100,1.52,overcast clouds
530,Oum Hadjer,TD,13.2954,19.6966,95.47,14,71,1.25,broken clouds
531,Kambove,CD,-10.8764,26.5969,62.1,78,8,3.36,clear sky
532,San Jose,US,37.3394,-121.895,61.88,56,75,15.99,broken clouds
533,Berlevag,NO,70.8578,29.0864,32.0,74,40,13.8,light snow
534,Mackay,AU,-21.15,149.2,70.68,94,75,6.91,broken clouds
535,Kirkwall,GB,58.9848,-2.9587,50.05,87,100,14.97,overcast clouds
536,Abu Zabad,SD,12.35,29.25,89.82,7,100,12.53,overcast clouds
537,Flin Flon,CA,54.7682,-101.865,57.04,33,40,24.16,scattered clouds
538,Santa Cruz De Tenerife,ES,28.4682,-16.2546,76.6,46,20,3.44,few clouds
539,Kieta,PG,-6.2167,155.6333,78.73,88,43,2.53,light rain
540,Coahuayana,MX,18.7333,-103.6833,88.63,47,6,7.9,clear sky
541,Vagur,FO,61.4732,-6.8119,47.8,94,100,23.38,light rain
542,Kholodnyy,RU,62.7167,147.95,20.14,91,25,1.23,scattered clouds
543,Ginir,ET,7.1333,40.7,59.05,74,46,4.25,scattered clouds
544,Chateaubelair,VC,13.2833,-61.25,81.12,78,40,8.05,scattered clouds
545,Mansfield,GB,53.1333,-1.2,54.32,80,35,5.01,scattered clouds
546,Gerash,IR,27.6652,54.1371,77.14,22,0,8.1,clear sky
547,Amahai,ID,-3.3333,128.9167,79.48,88,100,2.3,overcast clouds
548,Roald,NO,62.5833,6.1333,50.92,66,0,17.27,clear sky
549,Nuuk,GL,64.1835,-51.7216,34.41,86,20,15.01,few clouds
550,Kiama,AU,-34.6833,150.8667,57.58,87,95,1.99,light rain
551,Auki,SB,-8.7676,160.7034,78.75,87,100,4.47,overcast clouds
552,Crossville,US,35.949,-85.0269,65.03,69,100,0.0,overcast clouds
553,Asosa,ET,10.0667,34.5333,67.98,73,99,3.71,overcast clouds
554,Basar,IN,27.9833,94.6667,65.68,96,20,2.62,few clouds
555,Naze,JP,28.3667,129.4833,70.72,92,99,7.05,overcast clouds
556,Agartala,IN,23.8364,91.275,78.85,83,19,3.91,few clouds
557,Porto Nacional,BR,-10.7081,-48.4172,89.6,59,23,2.91,few clouds
558,Tateyama,JP,34.9833,139.8667,61.11,73,100,12.91,light rain
559,Chapleau,CA,47.8405,-83.4034,69.89,16,0,9.22,clear sky
560,Perevolotskiy,RU,51.8763,54.1938,51.85,45,100,7.25,overcast clouds
561,Waitati,NZ,-45.75,170.5667,51.8,91,100,2.19,overcast clouds
562,Graaff-Reinet,ZA,-32.2522,24.5308,49.93,87,100,1.43,overcast clouds
563,Sharlyk,RU,52.9167,54.75,52.27,46,100,6.24,overcast clouds
564,Haicheng,CN,40.8516,122.7475,43.61,89,0,3.38,clear sky
565,Urucui,BR,-7.2294,-44.5561,87.3,42,100,2.1,light rain
566,Chambersburg,US,39.9376,-77.6611,62.91,28,66,5.55,broken clouds
567,Pasaco,GT,13.9772,-90.2064,89.65,56,92,10.83,overcast clouds
568,Fuzhou,CN,26.0614,119.3061,66.09,99,100,1.54,light rain
569,Mangaratiba,BR,-22.9597,-44.0406,72.46,84,46,2.26,scattered clouds
570,Yarada,IN,17.65,83.2667,84.52,74,20,2.3,few clouds
571,Bo Phloi,TH,14.3236,99.5161,75.31,85,100,1.9,light rain
572,Jackson,US,42.4165,-122.8345,48.15,68,75,10.36,broken clouds
573,Manggar,ID,-2.8833,108.2667,82.44,80,100,7.49,overcast clouds
574,Weiser,US,44.251,-116.9693,55.31,42,100,8.99,overcast clouds
575,Kiruna,SE,67.8557,20.2251,31.12,69,100,10.36,overcast clouds
576,Raudeberg,NO,61.9875,5.1352,45.95,62,100,19.91,overcast clouds
577,Keti Bandar,PK,24.1447,67.4497,80.94,81,0,13.0,clear sky
578,Peleduy,RU,59.6289,112.7406,31.08,87,89,8.34,overcast clouds
579,Nador,MA,35.174,-2.9287,66.45,52,0,3.44,clear sky
580,Gizo,SB,-8.103,156.8419,82.4,77,94,6.58,overcast clouds
581,Nurobod,UZ,40.9056,69.8023,75.27,36,0,8.3,clear sky
582,Nouadhibou,MR,20.931,-17.0347,66.18,88,20,14.97,few clouds
583,Rupert,US,42.6191,-113.6772,37.35,87,100,10.36,light rain
584,Sao Joao Da Barra,BR,-21.6403,-41.0511,75.29,74,19,14.65,few clouds
585,Paita,PE,-5.0892,-81.1144,72.7,72,88,17.78,overcast clouds
586,Monrovia,LR,6.3005,-10.7969,77.99,87,100,6.85,light rain
587,Ibi,ES,38.6253,-0.5723,59.22,51,24,2.75,few clouds
588,Alta Gracia,AR,-31.6529,-64.4283,73.89,38,95,7.47,overcast clouds
589,Port Hedland,AU,-20.3167,118.5667,69.85,40,79,8.05,broken clouds
590,Cockburn Town,TC,21.4612,-71.1419,79.43,77,0,7.63,clear sky
591,Viking,CA,53.1001,-111.7684,55.26,43,100,18.54,overcast clouds
592,Kupino,RU,54.3663,77.2981,45.91,69,33,4.09,scattered clouds
593,Hovd,MN,48.0056,91.6419,34.61,47,10,11.63,clear sky
594,Kurovskoye,RU,55.5783,38.9108,49.89,93,100,6.64,overcast clouds
595,Key Largo,US,25.0865,-80.4473,91.99,55,0,17.94,clear sky
596,Oktyabrskiy,RU,54.4815,53.471,48.67,49,100,3.09,overcast clouds
597,Lagos,NG,6.5833,3.75,81.23,85,7,7.52,clear sky
598,Killybegs,IE,54.6333,-8.45,56.71,83,100,13.09,overcast clouds
599,Wasilla,US,61.5814,-149.4394,53.29,49,75,8.05,broken clouds
600,Kuching,MY,1.55,110.3333,75.42,100,40,3.44,light rain
601,Mayo,US,38.8876,-76.5119,55.81,58,100,13.8,overcast clouds
602,Kirakira,SB,-10.4544,161.9205,80.98,83,100,11.1,overcast clouds
603,Jacareacanga,BR,-6.2222,-57.7528,81.84,91,18,0.72,few clouds
604,Pizarro,CO,4.9533,-77.366,83.7,77,52,7.43,light rain
605,Teculutan,GT,14.9833,-89.7167,103.75,29,75,0.0,broken clouds
606,Inuvik,CA,68.3499,-133.7218,47.26,49,20,10.36,few clouds
607,Boddam,GB,57.4667,-1.7833,48.58,88,100,20.49,overcast clouds
608,Puerto Del Rosario,ES,28.5004,-13.8627,69.55,78,0,6.91,clear sky
609,Akyab,MM,20.15,92.9,81.57,79,100,8.5,moderate rain
610,Tyup,KG,42.7276,78.3648,54.93,56,0,4.7,clear sky
611,Bilma,NE,18.6853,12.9164,95.25,10,100,4.79,overcast clouds
612,Diffa,NE,13.3154,12.6113,93.02,22,68,7.87,broken clouds
613,Puerto Colombia,CO,10.9878,-74.9547,89.69,76,62,14.54,broken clouds
614,Tulum,MX,20.2167,-87.4667,88.47,63,35,8.03,scattered clouds
615,Gamba,GA,-2.65,10.0,78.21,89,72,3.89,broken clouds
616,Taunggyi,MM,20.7833,97.0333,63.68,96,100,2.53,overcast clouds
617,Bayangol,RU,50.6977,103.4656,29.48,80,100,2.44,overcast clouds
618,Aurangabad,IN,19.8833,75.3333,90.82,22,29,9.64,scattered clouds
619,Cabedelo,BR,-6.9811,-34.8339,81.27,78,98,14.38,overcast clouds
620,Quesnel,CA,52.9999,-122.5029,50.5,46,75,3.44,broken clouds
621,Whitehorse,CA,60.7161,-135.0538,50.77,34,40,8.05,scattered clouds
622,Zhangjiakou,CN,40.81,114.8794,46.9,72,100,3.58,light rain
623,Okhotsk,RU,59.3833,143.3,34.02,86,14,1.14,few clouds
624,Cordoba,AR,-31.4135,-64.1811,75.76,47,0,16.11,clear sky
625,Bukachacha,RU,52.9833,116.9167,48.38,38,76,1.97,broken clouds
626,Karur,IN,10.95,78.0833,84.79,65,100,9.66,overcast clouds
627,Tornio,FI,65.8481,24.1466,35.62,76,56,5.93,broken clouds
628,Omboue,GA,-1.5746,9.2618,78.08,91,50,5.68,scattered clouds
629,Pionerskiy,RU,54.9508,20.2275,48.04,74,100,17.45,overcast clouds
630,Banda Aceh,ID,5.5577,95.3222,79.68,82,100,4.94,overcast clouds
631,Linjiang,CN,41.8069,126.9078,38.12,63,0,0.92,clear sky
632,Egvekinot,RU,66.3167,-179.1667,26.51,94,100,1.86,light snow
633,San Fernando,PH,15.0286,120.6898,80.33,81,81,5.17,broken clouds
634,The Hammocks,US,25.6715,-80.4445,95.02,51,40,16.11,scattered clouds
635,Dingle,PH,10.9995,122.6711,78.15,88,100,8.08,overcast clouds
636,Shrewsbury,GB,52.7101,-2.7521,59.04,72,67,4.61,broken clouds
637,Mercedes,AR,-34.6515,-59.4307,73.85,48,72,6.69,broken clouds
638,Nieuw Amsterdam,SR,5.8833,-55.0833,89.76,70,20,11.5,few clouds
639,Charters Towers,AU,-20.1,146.2667,67.57,93,100,11.97,overcast clouds
640,Gorontalo,ID,0.5412,123.0595,76.28,94,100,2.19,overcast clouds
641,Rundu,NA,-17.9333,19.7667,64.29,29,0,3.83,clear sky
642,Poplar Bluff,US,36.757,-90.3929,74.98,53,75,10.36,broken clouds
643,Zyryanka,RU,65.75,150.85,31.59,77,12,14.83,few clouds
644,Cairns,AU,-16.9167,145.7667,76.06,100,75,8.05,moderate rain
645,Empalme,MX,27.9667,-110.8167,94.35,48,0,12.66,clear sky
646,Salaga,GH,8.5508,-0.5188,84.74,63,49,10.2,light rain
647,Madison,US,34.7334,-86.5667,76.46,53,20,4.61,few clouds
648,Coronado,US,32.6859,-117.1831,71.58,68,40,16.11,scattered clouds
649,Sivas,TR,39.7916,37.0019,41.63,93,75,9.22,broken clouds
650,Vicencia,BR,-7.6569,-35.3267,74.57,89,99,8.77,overcast clouds
651,Shieli,KZ,44.1667,66.75,78.17,29,99,18.21,overcast clouds
652,Russell,US,32.3502,-85.1999,79.97,48,0,3.44,clear sky
653,Calabar,NG,4.9517,8.322,77.43,94,97,3.94,overcast clouds
654,Kushima,JP,31.4583,131.2333,65.84,89,97,2.33,overcast clouds
655,Macenta,GN,8.5435,-9.471,72.54,90,100,2.55,overcast clouds
656,Harwich,GB,51.9419,1.2844,49.17,78,12,7.0,few clouds
657,Jamame,SO,0.0722,42.7506,78.71,87,99,8.61,overcast clouds
658,Guayaramerin,BO,-10.8368,-65.3614,89.65,51,40,2.3,scattered clouds
659,Qobustan,AZ,40.0824,49.412,56.48,82,100,3.42,light rain
660,Dongsheng,CN,39.8161,109.9776,49.64,51,100,6.64,overcast clouds
661,Rumonge,BI,-3.9736,29.4386,70.66,84,99,3.83,light rain
662,Nioro,GM,13.35,-15.75,87.26,34,0,12.8,clear sky
663,Skibbereen,IE,51.55,-9.2667,56.1,94,90,10.47,overcast clouds
664,Zhezkazgan,KZ,47.8043,67.7144,53.91,32,100,17.07,overcast clouds
665,Iskitim,RU,54.6366,83.3045,38.95,79,50,1.63,scattered clouds
666,Nosy Varika,MG,-20.5833,48.5333,73.65,90,11,5.68,few clouds
667,Letlhakane,BW,-21.4167,25.5833,65.39,31,1,7.67,clear sky
668,Chapais,CA,49.7834,-74.8492,60.58,38,15,3.8,few clouds
669,Nizhnyaya Omka,RU,55.4338,74.9426,45.64,75,9,5.68,clear sky
670,Badiraguato,MX,25.3667,-107.5167,95.7,10,8,8.19,clear sky
671,Novyy Urengoy,RU,66.0833,76.6333,33.64,99,100,13.06,overcast clouds
672,Seondha,IN,26.1578,78.7797,89.19,19,0,7.16,clear sky
673,Lukovetskiy,RU,64.2956,41.9211,31.6,93,100,4.12,overcast clouds
674,Rio Gallegos,AR,-51.6226,-69.2181,50.05,43,0,26.46,clear sky
675,Taltal,CL,-25.4,-70.4833,64.87,62,2,5.5,clear sky
676,Vostok,RU,46.4856,135.8833,31.08,91,75,5.1,broken clouds
677,Sungairaya,ID,0.7,108.9,78.48,88,100,8.25,moderate rain
678,Luba,GQ,3.4568,8.5547,81.46,85,65,6.46,light rain
679,Ketchikan,US,55.3422,-131.6461,55.87,47,0,12.66,clear sky
680,Sindou,BF,10.6667,-5.1667,82.18,58,99,6.24,light rain
681,Dalby,AU,-27.1833,151.2667,60.98,88,100,13.06,moderate rain
682,Loreto,MX,22.2667,-101.9667,87.91,12,97,9.26,overcast clouds
683,Marystown,CA,47.1666,-55.1483,43.5,56,0,10.58,clear sky
684,Xining,CN,36.6167,101.7667,45.95,78,1,1.3,clear sky
685,Hannibal,US,39.7084,-91.3585,74.34,64,53,18.37,broken clouds
686,Kabompo,ZM,-13.5927,24.2008,69.8,52,29,4.45,scattered clouds
687,Teknaf,BD,20.8624,92.3058,79.86,85,100,7.25,overcast clouds
688,Plunge,LT,55.9114,21.8442,39.79,56,23,7.54,few clouds
689,Waingapu,ID,-9.6567,120.2641,78.8,82,19,10.49,few clouds
690,Seoul,KR,37.5683,126.9778,51.4,87,0,3.44,clear sky
691,Bassano,CA,50.7834,-112.4685,51.03,54,99,10.65,overcast clouds
